got,af,,af,R-----------n
got,afar,,afar,R-----------n
got,afta,,afta,Df----------n
got,aftana,,aftana,Df----------n
got,ahtau,,ahtau,Ma----------n
got,ahtautehund,,ahtautehund,Ma----------n
got,ainlibim,,ainlibim,Ma-p---fd---i
got,ainlibim,,ainlibim,Ma-p---md---i
got,ainlibim,,ainlibim,Ma-p---nd---i
got,air,,air,Df----------n
got,alja,,alja,R-----------n
got,aljar,,aljar,Df----------n
got,aljaþ,,aljaþ,Df----------n
got,aljaþro,,aljaþro,Df----------n
got,allaþro,,allaþro,Df----------n
got,amen,,amen,I-----------n
got,ana,,ana,R-----------n
got,anaks,,anaks,Df----------n
got,an,,an,Df----------n
got,and,,and,R-----------n
got,at,,at,R-----------n
got,auk,,auk,Df----------n
got,aþþan,,aþþan,Df----------n
got,bi,,bi,R-----------n
got,dalaþa,,dalaþa,Df----------n
got,dalaþ,,dalaþ,Df----------n
got,dalaþro,,dalaþro,Df----------n
got,du,,du,R-----------n
got,ei,,ei,Dq----------n
got,fairra,,fairra,Df----------n
got,fairraþro,,fairraþro,Df----------n
got,faura,,faura,R-----------n
got,faur,,faur,R-----------n
got,fidwor,,fidworim,Ma-p---fd---i
got,fidwor,,fidworim,Ma-p---md---i
got,fidwor,,fidworim,Ma-p---nd---i
got,fidwor,,fidwor,Ma----------n
got,fidwortaihun,,fidwortaihun,Ma----------n
got,fidwor tigjus,,fidwor tiguns,Ma-p---fa---i
got,fidwor tigjus,,fidwor tiguns,Ma-p---ma---i
got,fidwor tigjus,,fidwor tiguns,Ma-p---na---i
got,fimf,,fimf,Ma----------n
got,fimf hunda,,fimf hunda,Ma-p---fn---i
got,fimf hunda,,fimf hunda,Ma-p---mn---i
got,fimf hunda,,fimf hunda,Ma-p---nn---i
got,fimf hunda,,fimf hundam,Ma-p---fd---i
got,fimf hunda,,fimf hundam,Ma-p---md---i
got,fimf hunda,,fimf hundam,Ma-p---nd---i
got,fimftaihun,,fimftaihunim,Ma-p---fd---i
got,fimftaihun,,fimftaihunim,Ma-p---md---i
got,fimftaihun,,fimftaihunim,Ma-p---nd---i
got,*fimftaihun,,*fimftaihun,Ma----------n
got,fimf tigjus,,fimf tiguns,Ma-p---fa---i
got,fimf tigjus,,fimf tiguns,Ma-p---ma---i
got,fimf tigjus,,fimf tiguns,Ma-p---na---i
got,fimf tigjus,,fim tiguns,Ma-p---fa---i
got,fimf tigjus,,fim tiguns,Ma-p---ma---i
got,fimf tigjus,,fim tiguns,Ma-p---na---i
got,fram,,fram,R-----------n
got,fruma,,frumist,Df-------s--i
got,gistradagis,,gistradagis,Df----------n
got,helei,,helei,F-----------n
got,her,,her,Df----------n
got,hidre,,hidre,Df----------n
got,hindar,,hindar,R-----------n
got,ƕadre,,ƕadre,Du----------n
got,ƕassaba,,ƕassaba,Df----------n
got,ƕaþ,,ƕaþ,Du----------n
got,ƕaþro,,ƕaþro,Du----------n
got,ibai,,ibai,Du----------n
got,Iesus,,Iesuis,Ne-s---mg---i
got,Iesus,,Iesu,Ne-s---mv---i
got,Iesus,,Iesus,Ne-s---mn---i
got,ik,,ik,Pp1s---fn---i
got,ik,,ik,Pp1s---mn---i
got,ik,,meina,Pp1s---fg---i
got,ik,,meina,Pp1s---mg---i
got,ik,,mik,Pp1s---fa---i
got,ik,,mik,Pp1s---ma---i
got,ik,,mis,Pp1s---fd---i
got,ik,,mis,Pp1s---md---i
got,in,,in,R-----------n
got,inna,,inna,Df----------n
got,innana,,innana,Df----------n
got,innaþro,,innaþro,Df----------n
got,inn,,inn,Df----------n
got,inuh,,inuh,R-----------n
got,is,,eis,Pp3p---mn---i
got,is,,ija,Pp3p---nn---i
got,is,,ija,Pp3s---fa---i
got,is,,ijos,Pp3p---fa---i
got,is,,imma,Pp3s---md---i
got,is,,imma,Pp3s---nd---i
got,is,,im,Pp3p---fd---i
got,is,,im,Pp3p---md---i
got,is,,im,Pp3p---nd---i
got,is,,ina,Pp3s---ma---i
got,is,,ins,Pp3p---ma---i
got,is,,is,Pp3s---mg---i
got,is,,is,Pp3s---mn---i
got,is,,is,Pp3s---ng---i
got,is,,ita,Pp3s---na---i
got,is,,ita,Pp3s---nn---i
got,is,,izai,Pp3s---fd---i
got,is,,ize,Pp3p---mg---i
got,is,,izo,Pp3p---fg---i
got,is,,izos,Pp3s---fg---i
got,is,,si,Pp3s---fn---i
got,iupa,,iupa,Df----------n
got,iupaþro,,iupaþro,Df----------n
got,iup,,iup,Df----------n
got,jah,,jah,C-----------n
got,jainar,,jainar,Df----------n
got,jaind,,jaind,Df----------n
got,jaindre,,jaindre,Df----------n
got,jainþro,,jainþro,Df----------n
got,ju,,ju,Df----------n
got,jus,,izwara,Pp2p---fg---i
got,jus,,izwara,Pp2p---mg---i
got,jus,,izwis,Pp2p---fa---i
got,jus,,izwis,Pp2p---fd---i
got,jus,,izwis,Pp2p---ma---i
got,jus,,izwis,Pp2p---md---i
got,jus,,jus,Pp2p---fn---i
got,jus,,jus,Pp2p---mn---i
got,kaurban,,kaurban,F-----------n
got,lima,,lima,F-----------n
got,miþ,,miþ,R-----------n
got,neƕa,,neƕa,Df----------n
got,ni,,ni,Df----------n
got,niun,,niune,Ma-p---fd---i
got,niun,,niune,Ma-p---md---i
got,niun,,niune,Ma-p---nd---i
got,niun,,niun,Ma----------n
got,niuntehund,,niuntehund,Ma----------n
got,o,,o,I-----------n
got,osanna,,osanna,I-----------n
got,rabbaunei,,rabbaunei,Nb----------n
got,rabbei,,rabbei,Nb----------n
got,raka,,raka,F-----------n
got,saihs,,saihs,Ma----------n
got,saihs tigjus,,saihs tigum,Ma-p---fd---i
got,saihs tigjus,,saihs tigum,Ma-p---md---i
got,saihs tigjus,,saihs tigum,Ma-p---nd---i
got,sai,,sai,I-----------n
got,sibakþanei,,sibakþanei,F-----------n
got,sibun,,sibun,Ma----------n
got,sibuntehund,,sibuntehund,Ma----------n
got,sik,,seina,Pk3p---fg---i
got,sik,,seina,Pk3p---mg---i
got,sik,,sik,Pk3p---fa---i
got,sik,,sik,Pk3p---ma---i
got,sik,,sik,Pk3s---fa---i
got,sik,,sik,Pk3s---ma---i
got,sik,,sis,Pk3p---fd---i
got,sik,,sis,Pk3p---md---i
got,sik,,sis,Pk3s---fd---i
got,sik,,sis,Pk3s---md---i
got,simle,,simle,Df----------n
got,suns,,suns,Df----------n
got,sweþauh,,sweþauh,Df----------n
got,taihun,,taihun,Ma----------n
got,taihuntehund,,taihuntehund,Ma----------n
got,twai hunda,,twaim hundam,Ma-p---fd---i
got,twai hunda,,twaim hundam,Ma-p---md---i
got,twai hunda,,twaim hundam,Ma-p---nd---i
got,twai tigjus,,twaim tigum,Ma-p---fd---i
got,twai tigjus,,twaim tigum,Ma-p---md---i
got,twai tigjus,,twaim tigum,Ma-p---nd---i
got,twai,,twaddje,Ma-p---mg---i
got,twai,,twaddje,Ma-p---ng---i
got,twai,,twai,Ma-p---mn---i
got,twai,,twaim,Ma-p---fd---i
got,twai,,twaim,Ma-p---md---i
got,twai,,twaim,Ma-p---nd---i
got,twai,,twa,Ma-p---na---i
got,twai,,twa,Ma-p---nn---i
got,twai,,twans,Ma-p---ma---i
got,twai,,twos,Ma-p---fa---i
got,twai,,twos,Ma-p---fn---i
got,twalif,,twalibe,Ma-p---fg---i
got,twalif,,twalibe,Ma-p---mg---i
got,twalif,,twalibe,Ma-p---ng---i
got,twalif,,twalibim,Ma-p---fd---i
got,twalif,,twalibim,Ma-p---md---i
got,twalif,,twalibim,Ma-p---nd---i
got,twalif,,twalif,Ma----------n
got,tweihnos,,tweihnaim,A--p---fdp-si
got,tweihnos,,tweihnos,A--p---fnp-si
got,ufaro,,ufaro,R-----------n
got,ufar,,ufar,R-----------n
got,ufta,,ufta,Df----------n
got,uf,,uf,R-----------n
got,-uh,,-uh,C-----------n
got,-uh,,-uh,Df----------n
got,-uh,,uþ,C-----------n
got,undaro,,undaro,R-----------n
got,undar,,undar,R-----------n
got,und,,und,R-----------n
got,unte,,unte,Df----------n
got,us,,us,R-----------n
got,utana,,utana,Df----------n
got,uta,,uta,Df----------n
got,utaþro,,utaþro,Df----------n
got,ut,,ut,Df----------n
got,waila,,waila,Df----------n
got,wainei,,wainei,I-----------n
got,wai,,wai,I-----------n
got,weis,,unsara,Pp1p---fg---i
got,weis,,unsara,Pp1p---mg---i
got,weis,,unsis,Pp1p---fa---i
got,weis,,unsis,Pp1p---fd---i
got,weis,,unsis,Pp1p---ma---i
got,weis,,unsis,Pp1p---md---i
got,weis,,uns,Pp1p---fa---i
got,weis,,uns,Pp1p---fd---i
got,weis,,uns,Pp1p---ma---i
got,weis,,uns,Pp1p---md---i
got,weis,,weis,Pp1p---fn---i
got,weis,,weis,Pp1p---mn---i
got,wiþra,,wiþra,R-----------n
got,þairh,,þairh,R-----------n
got,þan,,þan,Df----------n
got,þar,,þar,Df----------n
got,þatei,,þatei,G-----------n
got,þei,,þei,Dq----------n
got,þreis hunda,,þrija hunda,Ma-p---nn---i
got,þreis tigjus,,þrije tigiwe,Ma-p---mg---i
got,þreis tigjus,,þrins tiguns,Ma-p---fa---i
got,þreis tigjus,,þrins tiguns,Ma-p---ma---i
got,þreis,,þrija,Ma-p---na---i
got,þreis,,þrije,Ma-p---mg---i
got,þreis,,þrim,Ma-p---md---i
got,þreis,,þrim,Ma-p---nd---i
got,þreis,,þrins,Ma-p---fa---i
got,þreis,,þrins,Ma-p---ma---i
got,þu,,þeina,Pp2s---fg---i
got,þu,,þeina,Pp2s---mg---i
got,þu,,þuk,Pp2s---fa---i
got,þu,,þuk,Pp2s---ma---i
got,þu,,þu,Pp2s---fn---i
got,þu,,þu,Pp2s---mn---i
got,þu,,þus,Pp2s---fd---i
got,þu,,þus,Pp2s---md---i
